APP_Libelle_activite_etablissement,APP_Libelle_etablissement,Adresse_2_UA,Code_postal,Libelle_commune,Libelle_commune_2,Date_inspection,Synthese_eval_sanit,Agrement,geores,Adresse_2_UA_2,filtre,Numero_inspection,SIRET
Purification/Expédition de coquillages,CCI FINISTERE CRIEE ROSCOFF,PORT DE BLOSCON,29680,Roscoff,Roscoff,2023-12-12T01:00:00+01:00,Très satisfaisant,29239500,"48.718814,-3.971787",PORT DE BLOSCON,,23-108490-1,13002293200235
Halle à M./1ére vente/Vente en gros produits de la pêche,CCI FINISTERE CRIEE ROSCOFF,BP 63,29680,Roscoff,Roscoff,2023-12-12T01:00:00+01:00,Très satisfaisant,29239500,"48.713752,-3.988496",BP 63,,23-108493-1,13002293200235
Vivier produits de la pêche,CCI FINISTERE CRIEE ROSCOFF,PORT DE BLOSCON,29680,Roscoff,Roscoff,2023-12-12T01:00:00+01:00,Très satisfaisant,29239500,"48.718814,-3.971787",PORT DE BLOSCON,,23-108495-1,13002293200235
Restauration collective,GIP RESTAURATION DU HAUT BEARN,1 AVENUE ALEXANDER FLEMMING,64404,Oloron-Sainte-Marie,Oloron-Sainte-Marie,2024-03-26T01:00:00+01:00,Satisfaisant,64422009,,1 AVENUE ALEXANDER FLEMMING,Restauration collective,23-091639-1,13002326000016
Découpe de viande de boucherie,CMA TOURCOING CEFMA,171 CHAUSSEE DENIS PAPIN,59200,Tourcoing,Tourcoing,2023-09-25T02:00:00+02:00,Satisfaisant,59599502,"50.7326,3.143139",171 CHAUSSEE DENIS PAPIN,,23-077063-1,13002374000033
Découpe de viande de boucherie,CMA BEAUVAIS,3 RUE LEONARD DE VINCI,60006,Beauvais,Beauvais,2024-03-12T01:00:00+01:00,Satisfaisant,60057014,"49.444514,2.098667",3 RUE LEONARD DE VINCI,,24-006041-1,13002374000348
Découpe de viande de boucherie,CMA COMPIEGNE,1 B RUE JOSEPH CUGNOT,60200,Compiègne,Compiègne,2024-05-22T02:00:00+02:00,Satisfaisant,60159003,"49.392692,2.783861",1 B RUE JOSEPH CUGNOT,,24-006039-1,13002374000363
Restauration collective,CMAR HAUTS-DE-FRANCE,PLACE DES ARTISANS,59000,Lille,Lille,2024-02-05T01:00:00+01:00,Satisfaisant,59350025,"50.625108,3.048408",PLACE DES ARTISANS,Restauration collective,23-110509-1,13002374000439
Restauration collective,RESTAURANT UNIVERSITAIRE MONTMUZARD,5 CAMPUS ESPLANADE ERASME,21000,Dijon,Dijon,2024-03-22T01:00:00+01:00,Satisfaisant,21231024,"47.314209,5.064341",5 CAMPUS ESPLANADE ERASME,Restauration collective,23-111453-1,13002443300059
Restauration collective,RESTAURANT UNIVERSITAIRE MANSART,94 Boulevard Mansart,21000,Dijon,Dijon,2024-02-05T01:00:00+01:00,Très satisfaisant,21231004,"47.311408,5.061275",94 Boulevard Mansart,Restauration collective,24-009804-1,13002443300067
Restauration collective,GIP HARDOUINAIS MENE,9 rue de Brocéliande,22230,Merdrignac,Merdrignac,2023-11-27T01:00:00+01:00,Très satisfaisant,22147003,"48.189302,-2.411388",9 rue de Brocéliande,Restauration collective,23-097750-1,13002580200013
Découpe de viande de boucherie,CMA BFC,23 ROUTE DE LONS-LE-SAUNIER,39570,Gevingey,Gevingey,2023-10-10T02:00:00+02:00,Satisfaisant,39251001,"46.642371,5.501922",23 ROUTE DE LONS-LE-SAUNIER,,23-081639-1,13002607300093
Restauration collective,INSTITUT AGRO RENNES-ANGERS - CAMPUS DE RENNES,65 RUE DE SAINT BRIEUC,35000,Rennes,Rennes,2023-10-19T02:00:00+02:00,Satisfaisant,35238216,"48.113596,-1.70527",65 RUE DE SAINT BRIEUC,Restauration collective,23-085929-1,13002622200021
Restauration collective,INSTITUT AGRO MONTPELLIER - CAMPUS DE MONTPELLIER,2 PL PIERRE VIALA,34000,Montpellier,Montpellier,2023-09-08T02:00:00+02:00,Satisfaisant,,"43.617144,3.85477",2 PL PIERRE VIALA,Restauration collective,23-011366-1,13002622200054
Découpe de viande de boucherie,CFA DES METIERS BOULAZAC,ESPACE FORMATION DES METIERS,24750,Boulazac Isle Manoire,Boulazac Isle Manoire,2023-10-19T02:00:00+02:00,Très satisfaisant,24053020,"45.181665,0.762556",ESPACE FORMATION DES METIERS,,23-088104-1,13002792300155
Découpe de viande de boucherie,INSTITUT METIERS ARTISANAT 33,,33300,Bordeaux,Bordeaux,2024-03-20T01:00:00+01:00,Très satisfaisant,33063101,"44.851895,-0.587877",,,24-019537-1,13002792300171
Découpe de viande de boucherie,UNIVERSITE METIERS BAYONNE,25 BD D ARITXAGUE,64100,Bayonne,Bayonne,2023-11-07T01:00:00+01:00,Satisfaisant,64102002,"43.476764,-1.491044",25 BD D ARITXAGUE,,23-090383-1,13002792300270
Découpe de viande de boucherie,CFA DU TARN,112 RTE DES TEMPLIERS,81000,Albi,Albi,2024-02-27T01:00:00+01:00,Très satisfaisant,81074001,"43.915645,2.141636",112 RTE DES TEMPLIERS,,24-013760-1,13002793100356
Découpe de viandes de volailles/lagomorphe,CFA DU TARN,112 RTE DES TEMPLIERS,81000,Albi,Albi,2024-02-27T01:00:00+01:00,Très satisfaisant,81074001,"43.915645,2.141636",112 RTE DES TEMPLIERS,,24-013761-1,13002793100356
Transformation de produits carnés,CFA DU TARN,112 RTE DES TEMPLIERS,81000,Albi,Albi,2024-02-27T01:00:00+01:00,Très satisfaisant,81074001,"43.915645,2.141636",112 RTE DES TEMPLIERS,,24-013763-1,13002793100356
Découpe de viande de boucherie,CFA BRUZ,Rue des Frères Mongolfier,35172,Bruz,Bruz,2023-12-12T01:00:00+01:00,Très satisfaisant,35047007,"48.046572,-1.738645",Rue des Frères Mongolfier,,23-103861-1,13002794900135
Découpe de viande de boucherie,CFA INTERPROFESSIONNEL DE LA CMA 41,"12, RUE FRANCOIS BILLOUX",41000,Blois,Blois,2023-12-05T01:00:00+01:00,Satisfaisant,41018025,"47.609111,1.323729","12, RUE FRANCOIS BILLOUX",,23-109551-1,13002798000064
Découpe de viande de boucherie,CMA NORMANDIE,32 RUE PHILIPPE LEBON,76600,Le Havre,Le Havre,2024-06-26T02:00:00+02:00,Satisfaisant,76351009,"49.495684,0.129783",32 RUE PHILIPPE LEBON,,24-058883-1,13002799800181
Restauration collective,"MOBILIER NATIONAL-MANUFACTURES NATIONALES GOBELINS, BEAUVAIS ET SAVONNERIE-ATELIERS-CONSERVATOIRES ALENCON PUY-EN-VELAY",1 RUE BERBIER DU METS,75013,Paris 13e  Arrondissement,Paris 13e  Arrondissement,2023-10-05T02:00:00+02:00,Satisfaisant,,"48.833332,2.351211",1 RUE BERBIER DU METS,Restauration collective,23-091715-1,13002988700010
Restauration collective,GROUPEMENT D'INTERET PUBLIC CUISINE DES LYS,HOPITAL LOCAL DE VIHIERS,49310,Lys-Haut-Layon,Lys-Haut-Layon,2024-04-05T02:00:00+02:00,Très satisfaisant,49373002,"47.147177,-0.521977",HOPITAL LOCAL DE VIHIERS,Restauration collective,24-023770-1,13003155200016
Chaîne d'abattage de volaille/lagomorphe/petit gibier,4EME RSMAR 1ERE CFP,PK 27,97430,Le Tampon,Le Tampon,2023-11-30T01:00:00+01:00,Très satisfaisant,,"-21.249103,55.542417",PK 27,,23-012755-1,15400094700015
Producteurs fermiers,4EME RSMAR 1ERE CFP,PK 27,97430,Le Tampon,Le Tampon,2023-11-30T01:00:00+01:00,Très satisfaisant,,"-21.249103,55.542417",PK 27,Producteurs fermiers,23-109681-1,15400094700015
Restauration collective,MONNAIE DE PARIS,Voie Romaine BP 92,33600,Pessac,Pessac,2023-10-10T02:00:00+02:00,Satisfaisant,33318004,"44.780897,-0.638721",Voie Romaine BP 92,Restauration collective,23-081933-1,16002001200029
Restauration collective,CRS 54,"459, rue Saint Pierre",13005,Marseille,Marseille,2024-07-16T02:00:00+02:00,Satisfaisant,,"43.291765,5.414533","459, rue Saint Pierre",Restauration collective,24-070483-1,17130153400037
Restauration collective,MA BOURGES,Rue Camille Desmoulins,18000,Bourges,Bourges,2023-11-22T01:00:00+01:00,A améliorer,,"47.09814,2.397696",Rue Camille Desmoulins,Restauration collective,23-096030-1,17210120600495
Restauration collective,MA ANGOULEME,"112, rue Saint-Roch. BP 1358",16016,Angoulême,Angoulême,2024-04-04T02:00:00+02:00,Très satisfaisant,,"45.650185,0.165779","112, rue Saint-Roch. BP 1358",Restauration collective,24-006088-1,17330120100179
Restauration collective,CD UZERCHE,CENTRE DE DETENTION D'UZERCHE,19140,Uzerche,Uzerche,2024-07-15T02:00:00+02:00,Satisfaisant,,"45.424527,1.562718",CENTRE DE DETENTION D'UZERCHE,Restauration collective,24-064607-1,17330120100245
Restauration collective,MA ROUEN,169 BD DE L EUROPE,76038,Rouen,Rouen,2024-01-24T01:00:00+01:00,Satisfaisant,76540002,"49.427037,1.082112",169 BD DE L EUROPE,Restauration collective,23-109737-1,17350120600630
Restauration collective,CENTRE PENITENTIAIRE DE CAEN-IFS,BD CHARLES CROS,14123,Ifs,Ifs,2024-03-22T01:00:00+01:00,Très satisfaisant,14341002,"49.144525,-0.332178",BD CHARLES CROS,Restauration collective,24-020719-1,17350120600721
Restauration collective,UEHC DE MAUBEUGE,301 AVENUE JEAN JAURES,59600,Maubeuge,Maubeuge,2023-08-22T02:00:00+02:00,A améliorer,,"50.281076,3.939535",301 AVENUE JEAN JAURES,Restauration collective,23-066027-1,17590131300064
Restauration collective,CP MULHOUSE LUTTERBACH,Allée du chêne RD20,68460,Lutterbach,Lutterbach,2024-04-03T02:00:00+02:00,A améliorer,,"47.756828,7.262474",Allée du chêne RD20,Restauration collective,24-023580-1,17670120900874
Restauration collective,EPM RHONE,1 RUE DU RAMBION,69330,Meyzieu,Meyzieu,2023-09-05T02:00:00+02:00,Satisfaisant,,"45.761282,4.987349",1 RUE DU RAMBION,Restauration collective,23-069523-1,17690120500524
Restauration collective,MA LYON CORBAS,40 BD DES NATIONS,69960,Corbas,Corbas,2024-01-18T01:00:00+01:00,Satisfaisant,,"45.677196,4.932738",40 BD DES NATIONS,Restauration collective,24-003132-1,17690120500581
Restauration collective,UNITE EDUCATIVE HEBERGEMENT COLLECTIF,6 RUE SALOMON-DE-CAUS,75003,Paris 3e  Arrondissement,Paris 3e  Arrondissement,2023-09-14T02:00:00+02:00,Satisfaisant,,"48.867557,2.353818",6 RUE SALOMON-DE-CAUS,Restauration collective,23-072735-1,17750131900053
Restauration collective,PREFECTURE DE POLICE DE PARIS,6 TER RUE DU CLOITRE NOTRE DAME,75004,Paris 4e  Arrondissement,Paris 4e  Arrondissement,2023-11-16T01:00:00+01:00,Satisfaisant,,"48.853121,2.350923",6 TER RUE DU CLOITRE NOTRE DAME,Restauration collective,23-093776-1,17750151700011
Restauration collective,CRS 61,"1, avenue Sadi Lecointe",78140,Vélizy-Villacoublay,Vélizy-Villacoublay,2024-05-27T02:00:00+02:00,Satisfaisant,,"48.782967,2.184865","1, avenue Sadi Lecointe",Restauration collective,24-039383-1,17780153700107
Restauration collective,CP MAJICAVO,MAISON D ARRET DE MAJICAVO,97600,Mamoudzou,Mamoudzou,2024-05-02T02:00:00+02:00,A améliorer,,"-12.756204,45.228613",MAISON D ARRET DE MAJICAVO,Restauration collective,24-013688-1,17910002900174
Restauration collective,CENTRE EDUCATIF FERME,2 A 14 CHEMIN DE GRIVERY,91440,Bures-sur-Yvette,Bures-sur-Yvette,2024-02-21T01:00:00+01:00,Satisfaisant,,"48.681595,2.157103",2 A 14 CHEMIN DE GRIVERY,Restauration collective,23-110612-1,17910131600059
Restauration collective,CP FLEURY MEROGIS,7 av des peupliers,91700,Fleury-Mérogis,Fleury-Mérogis,2024-02-28T01:00:00+01:00,Satisfaisant,,"48.640436,2.373158",7 av des peupliers,Restauration collective,24-006295-1,17940120300072
Restauration collective,CP FLEURY MEROGIS,7 av des peupliers,91700,Fleury-Mérogis,Fleury-Mérogis,2024-04-23T02:00:00+02:00,Très satisfaisant,,"48.640436,2.373158",7 av des peupliers,Restauration collective,24-031565-1,17940120300072
Restauration collective,CAISSE DES DEPOTS ET CONSIGNATIONS - CLUB,"67, RUE DE LILLE",75007,Paris 7e  Arrondissement,Paris 7e  Arrondissement,2024-07-17T02:00:00+02:00,Très satisfaisant,,"48.859611,2.325829","67, RUE DE LILLE",Restauration collective,24-065830-1,18002002600019
Restauration collective,CENTRE HOSPITALIER NATIONAL D'OPHTALMOLOGIE QUINZE-VINGTS,28 RUE DE CHARENTON,75012,Paris,Paris,2023-08-22T02:00:00+02:00,Satisfaisant,,"48.851262,2.372224",28 RUE DE CHARENTON,Restauration collective,23-065379-1,18003601400017
Restauration collective,IME DES ISLES,1 ALLEE DES MONTS BLANCS,89000,Auxerre,Auxerre,2024-01-16T01:00:00+01:00,Satisfaisant,89024009,"47.821921,3.588102",1 ALLEE DES MONTS BLANCS,Restauration collective,24-000540-1,18003606300188
Restauration collective,ESRP EPNAK LIMOGES,16 AVENUE JEAN GAGNANT,87000,Limoges,Limoges,2023-11-15T01:00:00+01:00,Satisfaisant,,"45.833939,1.271406",16 AVENUE JEAN GAGNANT,Restauration collective,22-109551-1,18003606300204
Transport de denrées alimentaires,BIBLIOTHEQUE NATIONALE DE FRANCE,58 RUE DE RICHELIEU,75002,Paris 2e  Arrondissement,Paris 2e  Arrondissement,2024-06-19T02:00:00+02:00,A améliorer,,"48.867854,2.338088",58 RUE DE RICHELIEU,,24-054498-1,18004625200029
Restauration collective,BIBLIOTHEQUE NATIONALE DE FRANCE,58 RUE DE RICHELIEU,75002,Paris 2e  Arrondissement,Paris 2e  Arrondissement,2024-06-19T02:00:00+02:00,Satisfaisant,,"48.867854,2.338088",58 RUE DE RICHELIEU,Restauration collective,24-054611-1,18004625200029
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,INRAE VAL-DE-LOIRE NOUZILLY,DOMAINE DE L'ORFRASIERE,37380,Nouzilly,Nouzilly,2024-05-28T02:00:00+02:00,Très satisfaisant,37175001,"47.54555,0.774332",DOMAINE DE L'ORFRASIERE,,24-042876-1,18007003900870
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,INRAE VAL-DE-LOIRE NOUZILLY,DOMAINE DE L'ORFRASIERE,37380,Nouzilly,Nouzilly,2024-05-28T02:00:00+02:00,Très satisfaisant,37175001,"47.54555,0.774332",DOMAINE DE L'ORFRASIERE,,24-042894-1,18007003900870
Découpe de viandes de volailles/lagomorphe,INRAE NA BORDEAUX BENQUET,1076  RTE HAUT MAUCO,40280,Benquet,Benquet,2023-11-22T01:00:00+01:00,Satisfaisant,40037002,"43.826246,-0.530165",1076  RTE HAUT MAUCO,,23-096727-1,18007003901324
Transformation de produits carnés,INRAE NA BORDEAUX BENQUET,1076  RTE HAUT MAUCO,40280,Benquet,Benquet,2023-11-22T01:00:00+01:00,Satisfaisant,40037002,"43.826246,-0.530165",1076  RTE HAUT MAUCO,,23-103959-1,18007003901324
Restauration collective,CNRS MOY1601 PRESIDENCE,3 RUE MICHEL ANGE,75016,Paris 16e  Arrondissement,Paris 16e  Arrondissement,2023-11-02T01:00:00+01:00,Satisfaisant,,"48.847606,2.264027",3 RUE MICHEL ANGE,Restauration collective,23-089554-1,18008901303720
Restauration collective,CNRS MOY1601 PRESIDENCE,3 RUE MICHEL ANGE,75016,Paris 16e  Arrondissement,Paris 16e  Arrondissement,2023-11-02T01:00:00+01:00,Satisfaisant,,"48.847606,2.264027",3 RUE MICHEL ANGE,Restauration collective,23-089556-1,18008901303720
Restauration collective,CNRS MOY1601 PRESIDENCE,3 RUE MICHEL ANGE,75016,Paris 16e  Arrondissement,Paris 16e  Arrondissement,2023-11-02T01:00:00+01:00,Satisfaisant,,"48.847606,2.264027",3 RUE MICHEL ANGE,Restauration collective,23-089558-1,18008901303720
Restauration collective,CNRS UMR6553 ECOBIO,STATION BIOLOGIQUE,35380,Paimpont,Paimpont,2023-08-29T02:00:00+02:00,Satisfaisant,,"48.050157,-2.156599",STATION BIOLOGIQUE,Restauration collective,23-067361-1,18008901309248
Restauration collective,MUSEE DU QUAI BRANLY - JACQUES CHIRAC,55 QUAI BRANLY,75007,Paris 7e  Arrondissement,Paris 7e  Arrondissement,2023-11-09T01:00:00+01:00,Satisfaisant,,"48.861951,2.299453",55 QUAI BRANLY,Restauration collective,23-091492-1,18009214000037
Restauration collective,CENTRE EPIDE DE VAL DE REUIL,VOIE DU FUTUR,27102,Val-de-Reuil,Val-de-Reuil,2023-11-24T01:00:00+01:00,Satisfaisant,,"49.254336,1.18033",VOIE DU FUTUR,Restauration collective,23-097535-1,18009259500073
Restauration collective,CENTRE EPIDE DE ALENCON,45 RUE DE L'ECOLE NORMALE,61007,Alençon,Alençon,2023-10-25T02:00:00+02:00,Très satisfaisant,,"48.423821,0.093615",45 RUE DE L'ECOLE NORMALE,Restauration collective,23-089846-1,18009259500131
Restauration collective,CENTRE EPIDE DE OSMOY,D. 179,18390,Osmoy,Osmoy,2024-06-12T02:00:00+02:00,A améliorer,,"47.080713,2.521719",D. 179,Restauration collective,24-047459-1,18009259500156
Restauration collective,CENTRE EPIDE DE BELFORT,AVENUE DE LA MIOTTE,90000,Belfort,Belfort,2024-03-18T01:00:00+01:00,Très satisfaisant,,"47.643782,6.865028",AVENUE DE LA MIOTTE,Restauration collective,24-019914-1,18009259500198
Restauration collective,RESTAURANT UNIVERSITAIRE NICE-CENTRE,"5, rue Robert Schuman",6000,Nice,Nice,2024-04-02T02:00:00+02:00,Très satisfaisant,06088172,"43.696896,7.246892","5, rue Robert Schuman",Restauration collective,24-023170-1,18060004100065
Restauration collective,RESTAURANT UNIVERSITAIRE ST JE,"10,Rue Henri Poincare",13013,Marseille 13e  Arrondissement,Marseille 13e  Arrondissement,2023-12-07T01:00:00+01:00,Très satisfaisant,13213004,"43.336194,5.408726","10,Rue Henri Poincare",Restauration collective,23-106825-1,18130008800182
Restauration collective,RESTAU U FENOUILLERES,245 AVENUE GASTON BERGER,13080,Aix-en-Provence,Aix-en-Provence,2024-02-11T01:00:00+01:00,Satisfaisant,13001130,,245 AVENUE GASTON BERGER,Restauration collective,24-017284-1,18130008800265
Halle à M./1ére vente/Vente en gros produits de la pêche,PORT DE PECHE,PORT DE PECHE,14520,Port-en-Bessin-Huppain,Port-en-Bessin-Huppain,2023-11-13T01:00:00+01:00,Très satisfaisant,14515040,"49.343395,-0.764421",PORT DE PECHE,,23-098770-1,18140001100068
Halle à M./1ére vente/Vente en gros produits de la pêche,C C I DES COTES D'ARMOR,LE PORT,22430,Erquy,Erquy,2023-09-21T02:00:00+02:00,Satisfaisant,22054002,"48.636196,-2.469577",LE PORT,,23-075040-1,18220005500057
Purification/Expédition de coquillages,C C I DES COTES D'ARMOR,LE PORT,22430,Erquy,Erquy,2023-12-18T01:00:00+01:00,Satisfaisant,22054002,"48.636196,-2.469577",LE PORT,,23-105163-1,18220005500057
Halle à M./1ére vente/Vente en gros produits de la pêche,C C I DES COTES D'ARMOR,LE PORT,22410,Saint-Quay-Portrieux,Saint-Quay-Portrieux,2024-04-23T02:00:00+02:00,Satisfaisant,22325002,"48.643303,-2.827586",LE PORT,,24-028951-1,18220005500099
Vivier produits de la pêche,C C I DES COTES D'ARMOR,LE PORT,22410,Saint-Quay-Portrieux,Saint-Quay-Portrieux,2024-04-23T02:00:00+02:00,Satisfaisant,22325002,"48.643303,-2.827586",LE PORT,,24-029844-1,18220005500099
Purification/Expédition de coquillages,C C I DES COTES D'ARMOR,LE PORT,22410,Saint-Quay-Portrieux,Saint-Quay-Portrieux,2024-04-23T02:00:00+02:00,Satisfaisant,22325002,"48.643303,-2.827586",LE PORT,,24-029863-1,18220005500099
Entreposage de distribution de denrées alimentaires,ENTREPOSAGE DE DENREES ALIMENTAIRES,19 QUAI LOTI,22500,Paimpol,Paimpol,2024-06-28T02:00:00+02:00,Très satisfaisant,22162004,"48.782972,-3.044509",19 QUAI LOTI,,24-056634-1,18220005500214
Restauration collective,GIP DU PENTHIEVRE,RUE DE LA SAUDRAIE,22400,Lamballe-Armor,Lamballe-Armor,2023-12-07T01:00:00+01:00,Très satisfaisant,22093137,"48.479171,-2.496143",RUE DE LA SAUDRAIE,Restauration collective,23-106292-1,18220019600026
Restauration collective,RESTAURANT UNIVERSITAIRE DE L'ARSENAL,2 Boulevard Armand Duportal,31000,Toulouse,Toulouse,2024-06-04T02:00:00+02:00,Très satisfaisant,31990230,"43.605208,1.43516",2 Boulevard Armand Duportal,Restauration collective,24-052743-1,18310007200176
Restauration collective,RESTAURANT UNIVERSITAIRE LA NIVE,GYMNASE PAUL BERT,64100,Bayonne,Bayonne,2024-06-26T02:00:00+02:00,Satisfaisant,64102057,"43.489373,-1.470422",GYMNASE PAUL BERT,Restauration collective,24-055644-1,18330008600224
Restauration collective,RESTAURANT PERPIGNAN,54 AVENUE PAUL ALDUY,66000,Perpignan,Perpignan,2024-02-09T01:00:00+01:00,Satisfaisant,,"42.690339,2.891375",54 AVENUE PAUL ALDUY,Restauration collective,24-010689-1,18340008400020
Transport de denrées alimentaires,RESTAURANT PERPIGNAN,54 avenue Paul ALDUY,66101,Perpignan,Perpignan,2024-02-09T01:00:00+01:00,Très satisfaisant,,"42.680952,2.902555",54 avenue Paul ALDUY,,24-011060-1,18340008400020
Restauration collective,CROUS REST UNIV BEAULIEU,allée Beaulieu,35700,Rennes,Rennes,2023-09-13T02:00:00+02:00,Satisfaisant,,"48.130346,-1.665361",allée Beaulieu,Restauration collective,23-072631-1,18350003200176
Restauration collective,RESTAURANT UNIVERSITAIRE,"7, avenue Maréchal Foch",29200,Brest,Brest,2023-12-05T01:00:00+01:00,Très satisfaisant,29019004,"48.392968,-4.487942","7, avenue Maréchal Foch",Restauration collective,23-103745-1,18350003200499
Restauration collective,ETS SCE AIDE PAR TRAVAIL MAFFRAIS,Route de Betton,35235,Thorigné-Fouillard,Thorigné-Fouillard,2024-05-31T02:00:00+02:00,Satisfaisant,35334001,"48.15203,-1.588677",Route de Betton,Restauration collective,24-041843-1,18350913200019
Restauration collective,RESTAURANT UNIVERSITAIRE DERODON VALENCE,6 RUE DERODON,26000,Valence,Valence,2023-11-17T01:00:00+01:00,Très satisfaisant,26362208,"44.92471,4.90176",6 RUE DERODON,Restauration collective,23-096437-1,18380156200475
Découpe de viande de boucherie,GROUPE FORMATION - CCI FORMATION - CFA IMT - ISCO,"10, rue Aimé Pupin",38029,Grenoble,Grenoble,2023-11-23T01:00:00+01:00,Satisfaisant,38185002,,"10, rue Aimé Pupin",,23-098037-1,18383001700152
Restauration collective,ETS FORMATION ANGERS,"5,  rue gaston Allard - B.P.1030",49015,Angers,Angers,2024-03-27T01:00:00+01:00,Satisfaisant,,,"5,  rue gaston Allard - B.P.1030",Restauration collective,24-021475-1,18440128900121
Restauration collective,RESTAURANT UNIVERSITAIRE LE TERTRE,"02, Route de la Jonelière",44300,Nantes,Nantes,2024-01-31T01:00:00+01:00,Très satisfaisant,,"47.250241,-1.550119","02, Route de la Jonelière",Restauration collective,24-007095-1,18440132100122
Restauration collective,RESTAURANT UNIVERSITAIRE LA CHANTRERIE,rue Christian Pauc,44300,Nantes,Nantes,2023-11-21T01:00:00+01:00,Très satisfaisant,44109124,"47.283417,-1.514296",rue Christian Pauc,Restauration collective,23-096370-1,18440132100429
Restauration collective,RESTAURANT UNIVERSITAIRE AMBROISE CROIZAT,26 RUE ROGER AMSLER,49100,Angers,Angers,2024-03-18T01:00:00+01:00,Très satisfaisant,49007005,"47.487023,-0.552411",26 RUE ROGER AMSLER,Restauration collective,24-018812-1,18440132100833
Restauration collective,CROUS(S)PACE'RABELAIS,3 RUE RABELAIS,49000,Angers,Angers,2024-01-29T01:00:00+01:00,Très satisfaisant,,"47.461562,-0.546929",3 RUE RABELAIS,Restauration collective,24-005578-1,18440132100916
